student_number,academic_year,school_id,grade,exam_grade,subject,percent_correct
1032973818,2019,5,11,11,Math,34.48
1032973818,2019,5,11,11,ELA,55.21
1051419824,2019,5,9,9,Math,34.48
1051419824,2019,5,9,9,ELA,34.38
1031378715,2019,5,9,9,Math,0
1031378715,2019,5,9,9,ELA,0
1032243726,2019,5,11,11,Math,22.41
1032243726,2019,5,11,11,ELA,32.29
1071089910,2019,5,10,10,Math,20.69
1071089910,2019,5,10,10,ELA,23.96
1000111421,2019,5,10,10,Math,25.86
1000111421,2019,5,10,10,ELA,42.71
1001509828,2019,5,9,9,Math,17.24
1001509828,2019,5,9,9,ELA,4.17
1029796817,2019,5,9,9,Math,20.69
1029796817,2019,5,9,9,ELA,6.25
1020081914,2019,5,10,10,Math,46.55
1020081914,2019,5,10,10,ELA,40.63
1028089316,2019,5,10,10,Math,32.76
1028089316,2019,5,10,10,ELA,36.46
1010182915,2019,5,11,11,Math,22.41
1010182915,2019,5,11,11,ELA,45.83
1093330023,2019,5,9,9,Math,17.24
1093330023,2019,5,9,9,ELA,18.75
1051500824,2019,5,9,9,Math,24.14
1051500824,2019,5,9,9,ELA,44.79
1003876717,2019,5,10,10,Math,53.45
1003876717,2019,5,10,10,ELA,48.96
1029916528,2019,5,11,11,Math,53.45
1029916528,2019,5,11,11,ELA,47.92
1039916520,2019,5,10,10,Math,25.86
1039916520,2019,5,10,10,ELA,32.29
1036605126,2019,5,10,10,Math,46.55
1036605126,2019,5,10,10,ELA,46.88
1086089916,2019,5,10,10,Math,20.69
1086089916,2019,5,10,10,ELA,45.83
1048014022,2019,5,9,9,Math,31.03
1048014022,2019,5,9,9,ELA,16.67
1093606828,2019,5,9,9,Math,27.59
1093606828,2019,5,9,9,ELA,14.58
1049089915,2019,5,11,11,Math,60.34
1049089915,2019,5,11,11,ELA,37.5
1076295914,2019,5,9,9,Math,22.41
1076295914,2019,5,9,9,ELA,22.92
1008916031,2019,5,9,9,Math,31.03
1008916031,2019,5,9,9,ELA,16.67
1085301527,2019,5,9,9,Math,8.62
1085301527,2019,5,9,9,ELA,3.13
1044989818,2019,5,9,9,Math,17.24
1044989818,2019,5,9,9,ELA,20.83
1077793817,2019,5,9,9,Math,31.03
1077793817,2019,5,9,9,ELA,29.17
1061072911,2019,5,11,11,Math,41.38
1061072911,2019,5,11,11,ELA,35.42
1002463818,2019,5,10,10,Math,24.14
1002463818,2019,5,10,10,ELA,36.46
1002862236,2019,5,10,10,Math,13.79
1002862236,2019,5,10,10,ELA,23.96
1036979819,2019,5,11,11,Math,22.41
1036979819,2019,5,11,11,ELA,34.38
1056199522,2019,5,9,9,Math,31.03
1056199522,2019,5,9,9,ELA,33.33
1025797814,2019,5,9,9,Math,41.38
1025797814,2019,5,9,9,ELA,46.88
1026087917,2019,5,11,11,Math,56.9
1026087917,2019,5,11,11,ELA,69.79
1009061932,2019,5,9,9,Math,18.97
1009061932,2019,5,9,9,ELA,30.21
1055185918,2019,5,11,11,Math,50
1055185918,2019,5,11,11,ELA,56.25
1097396717,2019,5,10,10,Math,32.76
1097396717,2019,5,10,10,ELA,28.13
1040992817,2019,5,9,9,Math,44.83
1040992817,2019,5,9,9,ELA,51.04
1058083918,2019,5,9,9,Math,32.76
1058083918,2019,5,9,9,ELA,10.42
1050903325,2019,5,10,10,Math,41.38
1050903325,2019,5,10,10,ELA,37.5
1011099914,2019,5,9,9,Math,24.14
1011099914,2019,5,9,9,ELA,25
1073591010,2019,5,11,11,Math,32.76
1073591010,2019,5,11,11,ELA,26.04
1043379437,2019,5,9,9,Math,29.31
1043379437,2019,5,9,9,ELA,37.5
1028899811,2019,5,10,10,Math,20.69
1028899811,2019,5,10,10,ELA,19.79
1045529728,2019,5,11,11,Math,39.66
1045529728,2019,5,11,11,ELA,63.54
1029189914,2019,5,10,10,Math,24.14
1029189914,2019,5,10,10,ELA,45.83
1025987815,2019,5,10,10,Math,51.72
1025987815,2019,5,10,10,ELA,48.96
1081248726,2019,5,11,11,Math,31.03
1081248726,2019,5,11,11,ELA,35.42
1096784717,2019,5,9,9,Math,17.24
1096784717,2019,5,9,9,ELA,29.17
1019280914,2019,5,11,11,Math,43.1
1019280914,2019,5,11,11,ELA,53.13
1044309420,2019,5,10,10,Math,36.21
1044309420,2019,5,10,10,ELA,30.21
1011074816,2019,5,10,10,Math,31.03
1011074816,2019,5,10,10,ELA,29.17
1037983814,2019,5,11,11,Math,27.59
1037983814,2019,5,11,11,ELA,50
1029607828,2019,5,9,9,Math,6.9
1029607828,2019,5,9,9,ELA,9.38
1056085918,2019,5,10,10,Math,22.41
1056085918,2019,5,10,10,ELA,39.58
1006022632,2019,5,10,10,Math,31.03
1006022632,2019,5,10,10,ELA,25
1065499931,2019,5,9,9,Math,27.59
1065499931,2019,5,9,9,ELA,23.96
1056925124,2019,5,10,10,Math,32.76
1056925124,2019,5,10,10,ELA,46.88
1064249223,2019,5,11,11,Math,46.55
1064249223,2019,5,11,11,ELA,40.63
1036700820,2019,5,9,9,Math,29.31
1036700820,2019,5,9,9,ELA,19.79
1055231728,2019,5,9,9,Math,22.41
1055231728,2019,5,9,9,ELA,19.79
1038396115,2019,5,10,10,Math,22.41
1038396115,2019,5,10,10,ELA,35.42
1031600024,2019,5,9,9,Math,27.59
1031600024,2019,5,9,9,ELA,35.42
1055201321,2019,5,9,9,Math,50
1055201321,2019,5,9,9,ELA,27.08
1066015023,2019,5,9,9,Math,18.97
1066015023,2019,5,9,9,ELA,17.71
1069028820,2019,5,10,10,Math,20.69
1069028820,2019,5,10,10,ELA,33.33
1065331225,2019,5,10,10,Math,34.48
1065331225,2019,5,10,10,ELA,33.33
1086249723,2019,5,9,9,Math,36.21
1086249723,2019,5,9,9,ELA,32.29
1086896812,2019,5,10,10,Math,31.03
1086896812,2019,5,10,10,ELA,21.88
1068992818,2019,5,9,9,Math,15.52
1068992818,2019,5,9,9,ELA,28.13
1052255430,2019,5,10,10,Math,27.59
1052255430,2019,5,10,10,ELA,33.33
1074902321,2019,5,9,9,Math,15.52
1074902321,2019,5,9,9,ELA,22.92
1095499934,2019,5,9,9,Math,15.52
1095499934,2019,5,9,9,ELA,26.04
1029381917,2019,5,11,11,Math,67.24
1029381917,2019,5,11,11,ELA,76.04
1068318527,2019,5,9,9,Math,25.86
1068318527,2019,5,9,9,ELA,43.75
1050984810,2019,5,10,10,Math,17.24
1050984810,2019,5,10,10,ELA,22.92
1058284912,2019,5,11,11,Math,60.34
1058284912,2019,5,11,11,ELA,71.88
1028079912,2019,5,11,11,Math,31.03
1028079912,2019,5,11,11,ELA,18.75
1053281913,2019,5,10,10,Math,25.86
1053281913,2019,5,10,10,ELA,36.46
1004030021,2019,5,11,11,Math,25.86
1004030021,2019,5,11,11,ELA,34.38
1099290611,2019,5,10,10,Math,13.79
1099290611,2019,5,10,10,ELA,26.04
1085005620,2019,5,9,9,Math,36.21
1085005620,2019,5,9,9,ELA,32.29
1026116324,2019,5,9,9,Math,27.59
1026116324,2019,5,9,9,ELA,36.46
1082793813,2019,5,9,9,Math,44.83
1082793813,2019,5,9,9,ELA,35.42
1019590018,2019,5,11,11,Math,41.38
1019590018,2019,5,11,11,ELA,46.88
1054275615,2019,5,10,10,Math,27.59
1054275615,2019,5,10,10,ELA,25
1052533833,2019,5,9,9,Math,22.41
1052533833,2019,5,9,9,ELA,28.13
1015092911,2019,5,9,9,Math,18.97
1015092911,2019,5,9,9,ELA,21.88
1090180316,2019,5,11,11,Math,27.59
1090180316,2019,5,11,11,ELA,51.04
1032440128,2019,5,11,11,Math,48.28
1032440128,2019,5,11,11,ELA,27.08
1086984810,2019,5,11,11,Math,27.59
1086984810,2019,5,11,11,ELA,38.54
1098280811,2019,5,9,10,Math,6.9
1098280811,2019,5,9,10,ELA,16.67
1098280811,2019,5,9,9,Math,41.38
1098280811,2019,5,9,9,ELA,27.08
1040600722,2019,5,10,10,Math,24.14
1040600722,2019,5,10,10,ELA,48.96
1067381910,2019,5,9,9,Math,20.69
1067381910,2019,5,9,9,ELA,20.83
1072986816,2019,5,10,10,Math,36.21
1072986816,2019,5,10,10,ELA,37.5
1014183911,2019,5,9,9,Math,17.24
1014183911,2019,5,9,9,ELA,32.29
1091989811,2019,5,9,9,Math,20.69
1091989811,2019,5,9,9,ELA,21.88
1085189916,2019,5,10,10,Math,18.97
1085189916,2019,5,10,10,ELA,37.5
1000795814,2019,5,9,9,Math,43.1
1000795814,2019,5,9,9,ELA,45.83
1074897718,2019,5,9,9,Math,25.86
1074897718,2019,5,9,9,ELA,19.79
1052998817,2019,5,10,10,Math,10.34
1052998817,2019,5,10,10,ELA,18.75
1029343228,2019,5,9,9,Math,15.52
1029343228,2019,5,9,9,ELA,16.67
1094990815,2019,5,10,10,Math,36.21
1094990815,2019,5,10,10,ELA,0
1040211437,2019,5,11,11,Math,29.31
1040211437,2019,5,11,11,ELA,22.92
1056245725,2019,5,11,11,Math,63.79
1056245725,2019,5,11,11,ELA,60.42
1064287912,2019,5,10,10,Math,27.59
1064287912,2019,5,10,10,ELA,35.42
1094287915,2019,5,11,11,Math,41.38
1094287915,2019,5,11,11,ELA,53.13
1098073913,2019,5,11,11,Math,48.28
1098073913,2019,5,11,11,ELA,46.88
1083505825,2019,5,9,9,Math,13.79
1083505825,2019,5,9,9,ELA,10.42
1095989815,2019,5,10,10,Math,46.55
1095989815,2019,5,10,10,ELA,28.13
1097181911,2019,5,10,10,Math,18.97
1097181911,2019,5,10,10,ELA,21.88
1046815132,2019,5,9,9,Math,20.69
1046815132,2019,5,9,9,ELA,30.21
1098817233,2019,5,9,9,Math,22.41
1098817233,2019,5,9,9,ELA,18.75
1009083914,2019,5,10,10,Math,20.69
1009083914,2019,5,10,10,ELA,33.33
1023988814,2019,5,11,11,Math,20.69
1023988814,2019,5,11,11,ELA,35.42
1042411320,2019,5,9,9,Math,18.97
1042411320,2019,5,9,9,ELA,7.29
1095984810,2019,5,10,10,Math,48.28
1095984810,2019,5,10,10,ELA,45.83
1037238726,2019,5,9,9,Math,36.21
1037238726,2019,5,9,9,ELA,29.17
1005108131,2019,5,11,11,Math,18.97
1005108131,2019,5,11,11,ELA,34.38
1060107625,2019,5,10,10,Math,27.59
1060107625,2019,5,10,10,ELA,33.33
1078506821,2019,5,9,9,Math,20.69
1078506821,2019,5,9,9,ELA,18.75
1060898815,2019,5,9,9,Math,39.66
1060898815,2019,5,9,9,ELA,35.42
1063239636,2019,5,10,10,Math,27.59
1063239636,2019,5,10,10,ELA,47.92
1077074911,2019,5,11,11,Math,36.21
1077074911,2019,5,11,11,ELA,43.75
1004015024,2019,5,9,9,Math,36.21
1004015024,2019,5,9,9,ELA,16.67
1057997812,2019,5,10,10,Math,39.66
1057997812,2019,5,10,10,ELA,33.33
1053683717,2019,5,9,9,Math,34.48
1053683717,2019,5,9,9,ELA,39.58
1045417623,2019,5,10,10,Math,50
1045417623,2019,5,10,10,ELA,70.83
1005319620,2019,5,11,11,Math,37.93
1005319620,2019,5,11,11,ELA,56.25
1000895613,2019,5,9,9,Math,13.79
1000895613,2019,5,9,9,ELA,7.29
1036085916,2019,5,11,11,Math,43.1
1036085916,2019,5,11,11,ELA,44.79
1010797817,2019,5,9,9,Math,17.24
1010797817,2019,5,9,9,ELA,36.46
1063737224,2019,5,10,10,Math,37.93
1063737224,2019,5,10,10,ELA,44.79
1093183918,2019,5,10,10,Math,29.31
1093183918,2019,5,10,10,ELA,33.33
1083809823,2019,5,9,9,Math,31.03
1083809823,2019,5,9,9,ELA,15.63
1084189915,2019,5,10,10,Math,36.21
1084189915,2019,5,10,10,ELA,32.29
1076086912,2019,5,10,10,Math,27.59
1076086912,2019,5,10,10,ELA,28.13
1060797723,2019,5,10,10,Math,29.31
1060797723,2019,5,10,10,ELA,28.13
1019343227,2019,5,9,9,Math,17.24
1019343227,2019,5,9,9,ELA,12.5
1027245723,2019,5,11,11,Math,41.38
1027245723,2019,5,11,11,ELA,34.38
1041397018,2019,5,10,10,Math,18.97
1041397018,2019,5,10,10,ELA,26.04
1066906528,2019,5,10,10,Math,36.21
1066906528,2019,5,10,10,ELA,34.38
1056381615,2019,5,9,9,Math,17.24
1056381615,2019,5,9,9,ELA,18.75
1009660815,2019,5,10,10,Math,15.52
1009660815,2019,5,10,10,ELA,30.21
1061079918,2019,5,11,11,Math,41.38
1061079918,2019,5,11,11,ELA,38.54
1083704422,2019,5,9,9,Math,22.41
1083704422,2019,5,9,9,ELA,26.04
1078608824,2019,5,9,9,Math,27.59
1078608824,2019,5,9,9,ELA,23.96
1061425427,2019,5,9,9,Math,31.03
1061425427,2019,5,9,9,ELA,23.96
1096903023,2019,5,9,9,Math,10.34
1096903023,2019,5,9,9,ELA,7.29
1067495310,2019,5,11,11,Math,39.66
1067495310,2019,5,11,11,ELA,36.46
1075979813,2019,5,11,11,Math,31.03
1075979813,2019,5,11,11,ELA,52.08
1049492520,2019,5,10,10,Math,37.93
1049492520,2019,5,10,10,ELA,32.29
1001994816,2019,5,9,9,Math,24.14
1001994816,2019,5,9,9,ELA,16.67
1074995818,2019,5,9,9,Math,44.83
1074995818,2019,5,9,9,ELA,29.17
1045098911,2019,5,10,10,Math,25.86
1045098911,2019,5,10,10,ELA,23.96
1035098910,2019,5,10,10,Math,39.66
1035098910,2019,5,10,10,ELA,60.42
1086094912,2019,5,10,10,Math,29.31
1086094912,2019,5,10,10,ELA,32.29
1002185910,2019,5,11,11,Math,22.41
1002185910,2019,5,11,11,ELA,30.21
1071319522,2019,5,10,10,Math,37.93
1071319522,2019,5,10,10,ELA,14.58
1042389719,2019,5,9,9,Math,25.86
1042389719,2019,5,9,9,ELA,16.67
1054890810,2019,5,9,9,Math,18.97
1054890810,2019,5,9,9,ELA,19.79
1050173911,2019,5,11,11,Math,44.83
1050173911,2019,5,11,11,ELA,56.25
1005384914,2019,5,9,9,Math,17.24
1005384914,2019,5,9,9,ELA,17.71
1020185910,2019,5,10,10,Math,27.59
1020185910,2019,5,10,10,ELA,26.04
1018995816,2019,5,9,9,Math,15.52
1018995816,2019,5,9,9,ELA,17.71
1073896817,2019,5,9,9,Math,39.66
1073896817,2019,5,9,9,ELA,32.29
1075518235,2019,5,10,10,Math,0
1075518235,2019,5,10,10,ELA,7.29
1034108122,2019,5,10,10,Math,32.76
1034108122,2019,5,10,10,ELA,38.54
1090936124,2019,5,9,9,Math,10.34
1090936124,2019,5,9,9,ELA,18.75
1074305237,2019,5,9,9,Math,3.45
1074305237,2019,5,9,9,ELA,17.71
1044501827,2019,5,9,9,Math,43.1
1044501827,2019,5,9,9,ELA,32.29
1011609821,2019,5,9,9,Math,22.41
1011609821,2019,5,9,9,ELA,8.33
1029344725,2019,5,10,10,Math,24.14
1029344725,2019,5,10,10,ELA,17.71
1011183917,2019,5,11,11,Math,70.69
1011183917,2019,5,11,11,ELA,57.29
1041875819,2019,5,10,10,Math,27.59
1041875819,2019,5,10,10,ELA,10.42
1079245721,2019,5,11,11,Math,10.34
1079245721,2019,5,11,11,ELA,9.38
1059088915,2019,5,11,11,Math,60.34
1059088915,2019,5,11,11,ELA,48.96
1013692713,2019,5,9,9,Math,0
1013692713,2019,5,9,9,ELA,0
1083685713,2019,5,9,9,Math,27.59
1083685713,2019,5,9,9,ELA,27.08
1029590010,2019,5,11,11,Math,25.86
1029590010,2019,5,11,11,ELA,34.38
1098509826,2019,5,9,9,Math,0
1098509826,2019,5,9,9,ELA,1.04
1066815134,2019,5,9,9,Math,24.14
1066815134,2019,5,9,9,ELA,39.58
1022243725,2019,5,11,11,Math,46.55
1022243725,2019,5,11,11,ELA,50
1069902022,2019,5,10,10,Math,31.03
1069902022,2019,5,10,10,ELA,43.75
1064874713,2019,5,10,10,Math,24.14
1064874713,2019,5,10,10,ELA,27.08
1069882716,2019,5,9,9,Math,24.14
1069882716,2019,5,9,9,ELA,33.33
1054084915,2019,5,9,9,Math,18.97
1054084915,2019,5,9,9,ELA,14.58
219024767,2019,6,9,9,Math,56.9
219024767,2019,6,9,9,ELA,60.42
215773029,2019,6,11,11,Math,25.86
215773029,2019,6,11,11,ELA,47.92
231485723,2019,6,10,10,Math,44.83
231485723,2019,6,10,10,ELA,48.96
217047505,2019,6,10,10,Math,41.38
217047505,2019,6,10,10,ELA,48.96
216581835,2019,6,10,10,Math,34.48
216581835,2019,6,10,10,ELA,36.46
215745118,2019,6,9,9,Math,20.69
215745118,2019,6,9,9,ELA,31.25
216856104,2019,6,10,10,Math,43.1
216856104,2019,6,10,10,ELA,63.54
220054340,2019,6,9,9,Math,31.03
220054340,2019,6,9,9,ELA,28.13
220247142,2019,6,9,9,Math,48.28
220247142,2019,6,9,9,ELA,41.67
220594956,2019,6,10,10,Math,27.59
220594956,2019,6,10,10,ELA,23.96
220102024,2019,6,9,9,Math,29.31
220102024,2019,6,9,9,ELA,37.5
215729260,2019,6,10,10,Math,44.83
215729260,2019,6,10,10,ELA,44.79
214456873,2019,6,9,9,Math,6.9
214456873,2019,6,9,9,ELA,12.5
220247076,2019,6,9,9,Math,41.38
220247076,2019,6,9,9,ELA,25
216873174,2019,6,9,9,Math,24.14
216873174,2019,6,9,9,ELA,28.13
208627141,2019,6,9,9,Math,20.69
208627141,2019,6,9,9,ELA,29.17
215423351,2019,6,11,11,Math,0
215423351,2019,6,11,11,ELA,0
211804513,2019,6,11,11,Math,34.48
211804513,2019,6,11,11,ELA,38.54
216603316,2019,6,10,10,Math,67.24
216603316,2019,6,10,10,ELA,39.58
221510597,2019,6,10,10,Math,44.83
221510597,2019,6,10,10,ELA,40.63
217933399,2019,6,11,11,Math,13.79
217933399,2019,6,11,11,ELA,53.13
239745680,2019,6,9,9,Math,48.28
239745680,2019,6,9,9,ELA,34.38
215106139,2019,6,11,11,Math,36.21
215106139,2019,6,11,11,ELA,47.92
216274670,2019,6,10,10,Math,27.27
216274670,2019,6,10,10,ELA,31.94
205966997,2019,6,9,9,Math,29.31
205966997,2019,6,9,9,ELA,36.46
219556966,2019,6,9,9,Math,12.07
219556966,2019,6,9,9,ELA,32.29
212816219,2019,6,10,10,Math,29.31
212816219,2019,6,10,10,ELA,34.38
216215863,2019,6,11,11,Math,10.34
216215863,2019,6,11,11,ELA,21.88
215334707,2019,6,11,11,Math,17.24
215334707,2019,6,11,11,ELA,62.5
219996063,2019,6,9,9,Math,60.34
219996063,2019,6,9,9,ELA,48.96
216457721,2019,6,9,9,Math,20.69
216457721,2019,6,9,9,ELA,28.13
214259723,2019,6,11,11,Math,5.17
214259723,2019,6,11,11,ELA,23.96
216166009,2019,6,10,10,Math,34.48
216166009,2019,6,10,10,ELA,43.75
232639625,2019,6,9,9,Math,17.24
232639625,2019,6,9,9,ELA,26.04
214846230,2019,6,10,10,Math,25.86
214846230,2019,6,10,10,ELA,36.46
214430241,2019,6,10,10,Math,25.86
214430241,2019,6,10,10,ELA,41.67
217150945,2019,6,10,10,Math,70.69
217150945,2019,6,10,10,ELA,69.79
215184664,2019,6,11,11,Math,12.07
215184664,2019,6,11,11,ELA,40.63
215136748,2019,6,11,11,Math,20.69
215136748,2019,6,11,11,ELA,34.38
221274152,2019,6,9,9,Math,46.55
221274152,2019,6,9,9,ELA,25
242803823,2019,6,9,9,Math,29.31
242803823,2019,6,9,9,ELA,41.67
219547056,2019,6,10,10,Math,44.83
219547056,2019,6,10,10,ELA,48.96
211706320,2019,6,10,10,Math,27.27
211706320,2019,6,10,10,ELA,27.78
210103156,2019,6,9,9,Math,36.36
210103156,2019,6,9,9,ELA,13.89
209616788,2019,6,11,11,Math,15.52
209616788,2019,6,11,11,ELA,44.79
220102149,2019,6,9,9,Math,15.52
220102149,2019,6,9,9,ELA,38.54
219517232,2019,6,10,10,Math,48.28
219517232,2019,6,10,10,ELA,44.79
215455288,2019,6,9,9,Math,18.97
215455288,2019,6,9,9,ELA,20.83
221377252,2019,6,9,9,Math,43.1
221377252,2019,6,9,9,ELA,36.46
217498641,2019,6,9,9,Math,18.97
217498641,2019,6,9,9,ELA,17.71
239847973,2019,6,9,9,Math,39.66
239847973,2019,6,9,9,ELA,39.58
215637380,2019,6,11,11,Math,20.69
215637380,2019,6,11,11,ELA,36.46
236871257,2019,6,10,10,Math,63.79
236871257,2019,6,10,10,ELA,59.38
220737860,2019,6,9,9,Math,46.55
220737860,2019,6,9,9,ELA,20.83
222059925,2019,6,10,10,Math,37.93
222059925,2019,6,10,10,ELA,40.63
216872101,2019,6,10,10,Math,46.55
216872101,2019,6,10,10,ELA,56.25
216238212,2019,6,9,9,Math,34.48
216238212,2019,6,9,9,ELA,39.58
214867095,2019,6,11,11,Math,20.69
214867095,2019,6,11,11,ELA,53.13
221040520,2019,6,9,9,Math,18.97
221040520,2019,6,9,9,ELA,27.08
216033381,2019,6,10,10,Math,38.64
216033381,2019,6,10,10,ELA,34.72
209906627,2019,6,9,9,Math,20.69
209906627,2019,6,9,9,ELA,25
210675211,2019,6,11,11,Math,12.07
210675211,2019,6,11,11,ELA,47.92
215560665,2019,6,9,9,Math,31.03
215560665,2019,6,9,9,ELA,40.63
215159641,2019,6,11,11,Math,6.9
215159641,2019,6,11,11,ELA,73.96
216917591,2019,6,10,10,Math,58.62
216917591,2019,6,10,10,ELA,48.96
219508280,2019,6,10,10,Math,22.41
219508280,2019,6,10,10,ELA,26.04
219983582,2019,6,10,10,Math,36.21
219983582,2019,6,10,10,ELA,31.25
220061949,2019,6,9,9,Math,36.21
220061949,2019,6,9,9,ELA,46.88
220226948,2019,6,9,9,Math,22.41
220226948,2019,6,9,9,ELA,29.17
219265170,2019,6,10,10,Math,31.03
219265170,2019,6,10,10,ELA,36.46
220247191,2019,6,9,9,Math,13.79
220247191,2019,6,9,9,ELA,20.83
220609408,2019,6,9,9,Math,25.86
220609408,2019,6,9,9,ELA,40.63
214523110,2019,6,11,11,Math,34.09
214523110,2019,6,11,11,ELA,33.33
214656522,2019,6,9,9,Math,32.76
214656522,2019,6,9,9,ELA,26.04
220294326,2019,6,9,9,Math,32.76
220294326,2019,6,9,9,ELA,29.17
215509977,2019,6,11,11,Math,29.55
215509977,2019,6,11,11,ELA,38.89
208334904,2019,6,11,11,Math,6.9
208334904,2019,6,11,11,ELA,31.25
223301516,2019,6,9,9,Math,48.28
223301516,2019,6,9,9,ELA,37.5
219294832,2019,6,9,9,Math,50
219294832,2019,6,9,9,ELA,60.42
215864125,2019,6,11,11,Math,22.41
215864125,2019,6,11,11,ELA,40.63
220286835,2019,6,9,9,Math,34.48
220286835,2019,6,9,9,ELA,53.13
220246946,2019,6,9,9,Math,25.86
220246946,2019,6,9,9,ELA,43.75
219810074,2019,6,10,10,Math,36.21
219810074,2019,6,10,10,ELA,34.38
212751028,2019,6,9,9,Math,18.97
212751028,2019,6,9,9,ELA,17.71
218706588,2019,6,10,10,Math,29.31
218706588,2019,6,10,10,ELA,35.42
220681977,2019,6,9,9,Math,43.1
220681977,2019,6,9,9,ELA,21.88
216816736,2019,6,10,10,Math,58.62
216816736,2019,6,10,10,ELA,44.79
215606971,2019,6,9,9,Math,25.86
215606971,2019,6,9,9,ELA,27.08
231370081,2019,6,9,9,Math,25.86
231370081,2019,6,9,9,ELA,23.96
215510132,2019,6,11,11,Math,12.07
215510132,2019,6,11,11,ELA,56.25
216636480,2019,6,10,10,Math,32.76
216636480,2019,6,10,10,ELA,47.92
216452995,2019,6,9,9,Math,34.09
216452995,2019,6,9,9,ELA,15.28
243531167,2019,6,10,10,Math,34.48
243531167,2019,6,10,10,ELA,31.25
220034052,2019,6,10,10,Math,72.41
220034052,2019,6,10,10,ELA,56.25
214317174,2019,6,11,11,Math,22.41
214317174,2019,6,11,11,ELA,50
215690629,2019,6,10,10,Math,46.55
215690629,2019,6,10,10,ELA,47.92
219634813,2019,6,9,9,Math,20.69
219634813,2019,6,9,9,ELA,25
209919919,2019,6,9,9,Math,29.31
209919919,2019,6,9,9,ELA,31.25
219498458,2019,6,10,10,Math,34.48
219498458,2019,6,10,10,ELA,41.67
219587011,2019,6,9,9,Math,29.31
219587011,2019,6,9,9,ELA,32.29
220186415,2019,6,9,9,Math,25.86
220186415,2019,6,9,9,ELA,30.21
220128599,2019,6,9,9,Math,31.03
220128599,2019,6,9,9,ELA,30.21
220128607,2019,6,9,9,Math,43.1
220128607,2019,6,9,9,ELA,43.75
216884122,2019,6,10,10,Math,29.31
216884122,2019,6,10,10,ELA,41.67
209199082,2019,6,11,11,Math,22.41
209199082,2019,6,11,11,ELA,50
215030255,2019,6,11,11,Math,12.07
215030255,2019,6,11,11,ELA,41.67
220609127,2019,6,9,9,Math,31.03
220609127,2019,6,9,9,ELA,18.75
219744885,2019,6,9,9,Math,39.66
219744885,2019,6,9,9,ELA,50
220608772,2019,6,9,9,Math,24.14
220608772,2019,6,9,9,ELA,53.13
210778536,2019,6,10,10,Math,48.28
210778536,2019,6,10,10,ELA,60.42
216565770,2019,6,10,10,Math,17.24
216565770,2019,6,10,10,ELA,20.83
208605956,2019,6,10,10,Math,34.48
208605956,2019,6,10,10,ELA,29.17
214872152,2019,6,9,9,Math,31.03
214872152,2019,6,9,9,ELA,39.58
214872178,2019,6,9,9,Math,46.55
214872178,2019,6,9,9,ELA,34.38
215038845,2019,6,10,10,Math,31.82
215038845,2019,6,10,10,ELA,29.17
219490562,2019,6,9,9,Math,36.21
219490562,2019,6,9,9,ELA,40.63
217319607,2019,6,10,10,Math,44.83
217319607,2019,6,10,10,ELA,43.75
220306286,2019,6,10,10,Math,29.31
220306286,2019,6,10,10,ELA,44.79
220385595,2019,6,10,10,Math,18.97
220385595,2019,6,10,10,ELA,41.67
214461915,2019,6,9,9,Math,25
214461915,2019,6,9,9,ELA,13.89
215605221,2019,6,10,10,Math,27.59
215605221,2019,6,10,10,ELA,30.21
214259913,2019,6,11,11,Math,12.07
214259913,2019,6,11,11,ELA,72.92
220606321,2019,6,10,10,Math,39.66
220606321,2019,6,10,10,ELA,30.21
218518116,2019,6,10,10,Math,51.72
218518116,2019,6,10,10,ELA,52.08
215689217,2019,6,9,9,Math,31.03
215689217,2019,6,9,9,ELA,42.71
220103659,2019,6,10,10,Math,29.31
220103659,2019,6,10,10,ELA,45.83
207578048,2019,6,10,10,Math,6.9
207578048,2019,6,10,10,ELA,33.33
216515502,2019,6,11,11,Math,10.34
216515502,2019,6,11,11,ELA,56.25
208676775,2019,6,11,11,Math,56.9
208676775,2019,6,11,11,ELA,78.13
216816215,2019,6,10,10,Math,10.34
216816215,2019,6,10,10,ELA,33.33
220076038,2019,6,11,11,Math,32.76
220076038,2019,6,11,11,ELA,41.67
214325847,2019,6,11,11,Math,46.55
214325847,2019,6,11,11,ELA,53.13
226788305,2019,6,10,10,Math,13.79
226788305,2019,6,10,10,ELA,18.75
214318149,2019,6,11,11,Math,39.66
214318149,2019,6,11,11,ELA,44.79
219590585,2019,6,9,9,Math,34.48
219590585,2019,6,9,9,ELA,25
206995813,2019,6,10,10,Math,13.79
206995813,2019,6,10,10,ELA,32.29
215687070,2019,6,10,10,Math,25.86
215687070,2019,6,10,10,ELA,38.54
216686204,2019,6,10,10,Math,22.41
216686204,2019,6,10,10,ELA,34.38
206463291,2019,6,10,10,Math,36.21
206463291,2019,6,10,10,ELA,29.17
216095489,2019,6,9,9,Math,20.69
216095489,2019,6,9,9,ELA,10.42
212426217,2019,6,10,10,Math,29.31
212426217,2019,6,10,10,ELA,32.29
232012906,2019,6,11,11,Math,29.31
232012906,2019,6,11,11,ELA,34.38
215756602,2019,6,9,9,Math,58.62
215756602,2019,6,9,9,ELA,59.38
215970179,2019,6,9,9,Math,25.86
215970179,2019,6,9,9,ELA,30.21
220447411,2019,6,9,9,Math,58.62
220447411,2019,6,9,9,ELA,45.83
217319391,2019,6,10,10,Math,48.28
